Result Number,EE_DISPLAY_ID,EE_ORDERING_ID,DOWNLOADABLE,ON_DEMAND,Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec
118,LE70200472006215ASN00,LE70200472006215ASN00,0,Y,LE70200472006215ASN00,N/A,ASN,DAY, 020, 047,2006/08/03,2006:215:16:12:23.2985625,2006:215:16:12:50.5480625, 9, 9,  59.42,  86.13,  49.20,  55.69,  46.66,63.064064,88.3693008,18°47'31.56"N,89°57'20.16"W,19°44'26.52"N,90°39'59.04"W,19°28'53.76"N,88°52'10.92"W,18°05'42.00"N,91°02'01.32"W,17°50'18.24"N,89°15'15.12"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,9.413617,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.73645   (19°44'11.22"N), -91.01355  (91°00'48.78"W), 19.77296   (19°46'22.66"N), -88.74578  (88°44'44.81"W), 17.80525   (17°48'18.90"N), -90.96803   (90°58'04.91"W), 17.83794   (17°50'16.58"N), -88.72593   (88°43'33.35"W),14281,15861,7141,7931,7141,7931,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7921,-89.9556,19.73645,-91.01355,19.77296,-88.74578,17.80525,-90.96803,17.83794,-88.72593
119,LE70200472006199EDC00,LE70200472006199EDC00,0,Y,LE70200472006199EDC00,N/A,EDC,DAY, 020, 047,2006/07/18,2006:199:16:12:27.5924375,2006:199:16:12:54.8401250, 9, 9,  61.67,  53.39,  48.60,  71.34,  73.35,63.2960281,80.5028839,18°46'54.84"N,89°57'16.92"W,19°43'46.20"N,90°39'56.16"W,19°28'14.16"N,88°52'11.64"W,18°05'00.96"N,91°01'57.36"W,17°49'37.56"N,89°15'14.40"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,5.428878,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.73645   (19°44'11.22"N), -91.01355  (91°00'48.78"W), 19.77293   (19°46'22.55"N), -88.74864  (88°44'55.10"W), 17.80525   (17°48'18.90"N), -90.96803   (90°58'04.91"W), 17.83791   (17°50'16.48"N), -88.72876   (88°43'43.54"W),14281,15841,7141,7921,7141,7921,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7819,-89.9547,19.73645,-91.01355,19.77293,-88.74864,17.80525,-90.96803,17.83791,-88.72876
120,LE70200472006167EDC00,LE70200472006167EDC00,0,Y,LE70200472006167EDC00,N/A,EDC,DAY, 020, 047,2006/06/16,2006:167:16:12:41.4903749,2006:167:16:13:08.7328125, 9, 9,  36.71,  28.34,  38.41,  30.29,  49.81,64.4808655,74.9096375,18°45'48.60"N,89°58'49.08"W,19°42'54.36"N,90°41'22.56"W,19°27'21.24"N,88°53'38.04"W,18°04'10.56"N,91°03'24.12"W,17°48'46.08"N,89°16'41.88"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-11.549547,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.74398   (19°44'38.33"N), -91.03946  (91°02'22.06"W), 19.78078   (19°46'50.81"N), -88.77736  (88°46'38.50"W), 17.80473   (17°48'17.03"N), -90.99344   (90°59'36.38"W), 17.83766   (17°50'15.58"N), -88.75706   (88°45'25.42"W),14341,15821,7171,7911,7171,7911,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7635,-89.9803,19.74398,-91.03946,19.78078,-88.77736,17.80473,-90.99344,17.83766,-88.75706
121,LE70200472006119ASN00,LE70200472006119ASN00,0,Y,LE70200472006119ASN00,N/A,ASN,DAY, 020, 047,2006/04/29,2006:119:16:12:44.4103124,2006:119:16:13:11.6470000, 9, 9,   8.64,   0.28,  17.22,   0.33,  16.74,64.7115707,95.544487,18°44'57.84"N,89°56'49.92"W,19°41'49.56"N,90°39'28.08"W,19°26'12.48"N,88°51'40.68"W,18°03'07.92"N,91°01'31.08"W,17°47'39.84"N,89°14'45.24"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,16.019243,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73909   (19°44'20.72"N), -91.01647  (91°00'59.29"W), 19.77556   (19°46'32.02"N), -88.75726  (88°45'26.14"W), 17.79978   (17°47'59.21"N), -90.97073   (90°58'14.63"W), 17.83242   (17°49'56.71"N), -88.73719   (88°44'13.88"W),14341,15801,7171,7901,7171,7901,,,77,4.27,2.754,3.263,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7494,-89.9472,19.73909,-91.01647,19.77556,-88.75726,17.79978,-90.97073,17.83242,-88.73719
122,LE70200472006103ASN00,LE70200472006103ASN00,0,Y,LE70200472006103ASN00,N/A,ASN,DAY, 020, 047,2006/04/13,2006:103:16:12:43.1267499,2006:103:16:13:10.3608124, 9, 9,  22.19,   9.47,   8.20,  32.40,  38.70,62.2978325,106.5386658,18°45'00.00"N,89°55'50.88"W,19°41'59.28"N,90°38'26.16"W,19°26'21.48"N,88°50'40.92"W,18°03'19.44"N,91°00'28.44"W,17°47'50.64"N,89°13'45.12"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-16.458008,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73664   (19°44'11.90"N), -91.00498  (91°00'17.93"W), 19.77301   (19°46'22.84"N), -88.74005  (88°44'24.18"W), 17.80813   (17°48'29.27"N), -90.95962   (90°57'34.63"W), 17.84070   (17°50'26.52"N), -88.72029   (88°43'13.04"W),14261,15841,7131,7921,7131,7921,,,58,4.419,3.067,3.181,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.75,-89.9308,19.73664,-91.00498,19.77301,-88.74005,17.80813,-90.95962,17.8407,-88.72029
123,LE70200472006071ASN00,LE70200472006071ASN00,0,Y,LE70200472006071ASN00,N/A,ASN,DAY, 020, 047,2006/03/12,2006:071:16:12:48.1349999,2006:071:16:13:15.3644999, 9, 9,  39.98,  21.77,  71.59,   7.15,  59.40,53.9058914,124.4600449,18°45'27.72"N,89°56'32.28"W,19°42'22.32"N,90°39'05.04"W,19°26'42.00"N,88°51'23.04"W,18°03'43.20"N,91°01'09.48"W,17°48'12.24"N,89°14'29.40"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,15.176597,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73896   (19°44'20.26"N), -91.02219  (91°01'19.88"W), 19.77553   (19°46'31.91"N), -88.76012  (88°45'36.43"W), 17.80237   (17°48'08.53"N), -90.97644   (90°58'35.18"W), 17.83510   (17°50'06.36"N), -88.74005   (88°44'24.18"W),14321,15821,7161,7911,7161,7911,,,29,10.973,10.617,2.773,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7577,-89.9423,19.73896,-91.02219,19.77553,-88.76012,17.80237,-90.97644,17.8351,-88.74005
124,LE70200472006055ASN00,LE70200472006055ASN00,0,Y,LE70200472006055ASN00,N/A,ASN,DAY, 020, 047,2006/02/24,2006:055:16:12:47.2845000,2006:055:16:13:14.5122500, 9, 9,  68.34,  63.92,  69.97,  75.21,  64.26,49.2058525,131.0147095,18°45'53.64"N,89°56'33.36"W,19°42'52.20"N,90°39'05.40"W,19°27'10.80"N,88°51'22.32"W,18°04'12.36"N,91°01'12.72"W,17°48'39.96"N,89°14'31.56"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,.720549,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.73613   (19°44'10.07"N), -91.02783  (91°01'40.19"W), 19.77279   (19°46'22.04"N), -88.76295  (88°45'46.62"W), 17.80496   (17°48'17.86"N), -90.98215   (90°58'55.74"W), 17.83779   (17°50'16.04"N), -88.74291   (88°44'34.48"W),14281,15841,7141,7921,7141,7921,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7649,-89.9426,19.73613,-91.02783,19.77279,-88.76295,17.80496,-90.98215,17.83779,-88.74291
125,LE70200472006039ASN00,LE70200472006039ASN00,0,Y,LE70200472006039ASN00,N/A,ASN,DAY, 020, 047,2006/02/08,2006:039:16:12:44.1624374,2006:039:16:13:11.3876249, 9, 9,  45.48,  34.55,  43.00,  33.20,  71.17,45.0597191,136.4635773,18°46'24.96"N,89°56'23.28"W,19°43'26.40"N,90°38'55.32"W,19°27'43.92"N,88°51'09.72"W,18°04'48.72"N,91°01'04.44"W,17°49'15.24"N,89°14'20.76"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,6.215537,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.73883   (19°44'19.79"N), -91.02790  (91°01'40.44"W), 19.77553   (19°46'31.91"N), -88.76012  (88°45'36.43"W), 17.80767   (17°48'27.61"N), -90.98221   (90°58'55.96"W), 17.84052   (17°50'25.87"N), -88.74010   (88°44'24.36"W),14281,15861,7141,7931,7141,7931,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7736,-89.9398,19.73883,-91.0279,19.77553,-88.76012,17.80767,-90.98221,17.84052,-88.7401
126,LE70200472006023EDC00,LE70200472006023EDC00,0,Y,LE70200472006023EDC00,N/A,EDC,DAY, 020, 047,2006/01/23,2006:023:16:12:38.7615625,2006:023:16:13:05.9847499, 9, 9,  50.10,  19.51,  39.21,  63.59,  78.10,42.00774,141.0534973,18°46'56.64"N,89°56'03.84"W,19°44'03.48"N,90°38'37.68"W,19°28'19.92"N,88°50'49.56"W,18°05'26.88"N,91°00'44.64"W,17°49'52.68"N,89°13'58.44"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-6.06963,HH,HH,HH,HH,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74173   (19°44'30.23"N), -91.01940  (91°01'09.84"W), 19.77827   (19°46'41.77"N), -88.75729  (88°45'26.24"W), 17.80513   (17°48'18.47"N), -90.97368   (90°58'25.25"W), 17.83784   (17°50'16.22"N), -88.73725   (88°44'14.10"W),14321,15821,7161,7911,7161,7911,,,23,5.147,4.012,3.224,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7824,-89.9344,19.74173,-91.0194,19.77827,-88.75729,17.80513,-90.97368,17.83784,-88.73725
127,LE70200472006007ASN00,LE70200472006007ASN00,0,Y,LE70200472006007ASN00,N/A,ASN,DAY, 020, 047,2006/01/07,2006:007:16:12:30.8472499,2006:007:16:12:58.0686249, 9, 9,  22.45,   6.55,  26.50,  31.35,  25.39,40.4278412,144.791748,18°47'28.68"N,89°55'27.12"W,19°44'20.76"N,90°38'03.84"W,19°28'37.20"N,88°50'15.00"W,18°05'45.60"N,91°00'10.80"W,17°50'11.04"N,89°13'23.88"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,.346107,HH,HH,HH,HH,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73374   (19°44'01.46"N), -91.01348  (91°00'48.53"W), 19.77025   (19°46'12.90"N), -88.74575  (88°44'44.70"W), 17.80254   (17°48'09.14"N), -90.96797   (90°58'04.69"W), 17.83523   (17°50'06.83"N), -88.72590   (88°43'33.24"W),14281,15861,7141,7931,7141,7931,,,68,5.243,3.669,3.746,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7913,-89.9242,19.73374,-91.01348,19.77025,-88.74575,17.80254,-90.96797,17.83523,-88.7259
128,LE70200472005356ASN00,LE70200472005356ASN00,0,Y,LE70200472005356ASN00,N/A,ASN,DAY, 020, 047,2005/12/22,2005:356:16:12:20.8135625,2005:356:16:12:48.0328124, 9, 9,  42.49,  42.55,  36.66,  58.28,  32.46,40.4941444,147.4733429,18°47'58.92"N,89°54'21.96"W,19°45'05.40"N,90°36'53.28"W,19°29'22.20"N,88°49'05.16"W,18°06'28.08"N,90°59'03.12"W,17°50'53.88"N,89°12'16.92"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,6.372756,HH,HH,HH,HH,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74237   (19°44'32.53"N), -90.99083  (90°59'26.99"W), 19.77854   (19°46'42.74"N), -88.72866  (88°43'43.18"W), 17.80300   (17°48'10.80"N), -90.94538   (90°56'43.37"W), 17.83538   (17°50'07.37"N), -88.70892   (88°42'32.11"W),14341,15821,7171,7911,7171,7911,,,63,5.776,3.312,4.732,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7997,-89.9061,19.74237,-90.99083,19.77854,-88.72866,17.803,-90.94538,17.83538,-88.70892
129,LE70200472005340ASN00,LE70200472005340ASN00,0,Y,LE70200472005340ASN00,N/A,ASN,DAY, 020, 047,2005/12/06,2005:340:16:12:18.3358749,2005:340:16:12:45.5528125, 9, 9,  50.70,  78.98,  29.21,  60.06,  34.54,42.1516571,148.746994,18°48'23.76"N,89°55'40.08"W,19°45'27.00"N,90°38'12.84"W,19°29'44.88"N,88°50'27.24"W,18°06'49.68"N,91°00'20.16"W,17°51'16.56"N,89°13'36.12"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-4.321838,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.74192   (19°44'30.91"N), -91.01083  (91°00'38.99"W), 19.77832   (19°46'41.95"N), -88.75156  (88°45'05.62"W), 17.80260   (17°48'09.36"N), -90.96515   (90°57'54.54"W), 17.83518   (17°50'06.65"N), -88.73156   (88°43'53.62"W),14341,15801,7171,7901,7171,7901,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8066,-89.9278,19.74192,-91.01083,19.77832,-88.75156,17.8026,-90.96515,17.83518,-88.73156
130,LE70200472005308EDC00,LE70200472005308EDC00,0,Y,LE70200472005308EDC00,N/A,EDC,DAY, 020, 047,2005/11/04,2005:308:16:12:05.3259375,2005:308:16:12:32.5395625, 9, 9,  69.66,  26.80,  60.70,  91.13, 100.00,48.961628,145.3577423,18°48'51.84"N,89°56'54.24"W,19°45'49.32"N,90°39'28.80"W,19°30'08.64"N,88°51'42.84"W,18°07'13.44"N,91°01'32.52"W,17°51'41.76"N,89°14'48.48"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,12.45327,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73883   (19°44'19.79"N), -91.02790  (91°01'40.44"W), 19.77544   (19°46'31.58"N), -88.76871  (88°46'07.36"W), 17.79955   (17°47'58.38"N), -90.98203   (90°58'55.31"W), 17.83232   (17°49'56.35"N), -88.74851   (88°44'54.64"W),14341,15801,7171,7901,7171,7901,,,25,4.842,3.842,2.947,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8144,-89.9484,19.73883,-91.0279,19.77544,-88.76871,17.79955,-90.98203,17.83232,-88.74851
131,LE70200472005260EDC00,LE70200472005260EDC00,0,Y,LE70200472005260EDC00,N/A,EDC,DAY, 020, 047,2005/09/17,2005:260:16:11:46.0143749,2005:260:16:12:13.2219374, 9, 9,  54.98,  51.87,  40.29,  68.54,  59.22,59.8926315,120.825943,18°48'39.24"N,89°56'16.80"W,19°45'29.16"N,90°38'57.12"W,19°29'54.96"N,88°51'07.56"W,18°06'54.00"N,91°00'56.88"W,17°51'28.80"N,89°14'09.24"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,9.806956,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.73645   (19°44'11.22"N), -91.01355  (91°00'48.78"W), 19.77293   (19°46'22.55"N), -88.74864  (88°44'55.10"W), 17.80795   (17°48'28.62"N), -90.96809   (90°58'05.12"W), 17.84062   (17°50'26.23"N), -88.72878   (88°43'43.61"W),14261,15841,7131,7921,7131,7921,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8109,-89.938,19.73645,-91.01355,19.77293,-88.74864,17.80795,-90.96809,17.84062,-88.72878
132,LE70200472005212EDC00,LE70200472005212EDC00,0,Y,LE70200472005212EDC00,N/A,EDC,DAY, 020, 047,2005/07/31,2005:212:16:12:05.9076250,2005:212:16:12:33.1106874, 9, 9,  37.85,  17.99,  15.32,  64.43,  53.65,63.0284233,86.7846909,18°47'19.68"N,89°57'13.32"W,19°44'15.36"N,90°39'52.56"W,19°28'41.52"N,88°52'05.16"W,18°05'41.28"N,91°01'49.80"W,17°50'17.16"N,89°15'04.32"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-9.831307,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74160   (19°44'29.76"N), -91.02511  (91°01'30.40"W), 19.77821   (19°46'41.56"N), -88.76301  (88°45'46.84"W), 17.80502   (17°48'18.07"N), -90.97932   (90°58'45.55"W), 17.83779   (17°50'16.04"N), -88.74291   (88°44'34.48"W),14321,15821,7161,7911,7161,7911,,,17,5.877,5.242,2.657,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7888,-89.9537,19.7416,-91.02511,19.77821,-88.76301,17.80502,-90.97932,17.83779,-88.74291
133,LE70200472005196EDC00,LE70200472005196EDC00,0,Y,LE70200472005196EDC00,N/A,EDC,DAY, 020, 047,2005/07/15,2005:196:16:12:07.5335624,2005:196:16:12:34.7338125, 9, 9,  40.35,  36.37,  42.27,  39.24,  43.53,63.2755852,79.4617844,18°46'49.80"N,89°56'40.56"W,19°43'45.48"N,90°39'17.64"W,19°28'12.36"N,88°51'32.40"W,18°05'12.12"N,91°01'16.32"W,17°49'48.36"N,89°14'32.64"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,13.954507,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73903   (19°44'20.51"N), -91.01933  (91°01'09.59"W), 19.77561   (19°46'32.20"N), -88.75153  (88°45'05.51"W), 17.80784   (17°48'28.22"N), -90.97374   (90°58'25.46"W), 17.84060   (17°50'26.16"N), -88.73161   (88°43'53.80"W),14281,15861,7141,7931,7141,7931,,,9,3.507,2.185,2.743,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7805,-89.9446,19.73903,-91.01933,19.77561,-88.75153,17.80784,-90.97374,17.8406,-88.73161
134,LE70200472005148EDC00,LE70200472005148EDC00,0,Y,LE70200472005148EDC00,N/A,EDC,DAY, 020, 047,2005/05/28,2005:148:16:12:16.3849999,2005:148:16:12:43.5784999, 9, 9,  67.70,  69.18,  86.50,  75.38,  39.73,65.3060532,79.0472031,18°45'36.72"N,89°56'20.04"W,19°42'33.84"N,90°38'57.84"W,19°26'58.92"N,88°51'11.88"W,18°04'00.12"N,91°00'57.24"W,17°48'34.20"N,89°14'13.20"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,12.793891,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.73903   (19°44'20.51"N), -91.01933  (91°01'09.59"W), 19.77558   (19°46'32.09"N), -88.75440  (88°45'15.84"W), 17.80784   (17°48'28.22"N), -90.97374   (90°58'25.46"W), 17.84057   (17°50'26.05"N), -88.73444   (88°44'03.98"W),14281,15841,7141,7921,7141,7921,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7602,-89.9389,19.73903,-91.01933,19.77558,-88.7544,17.80784,-90.97374,17.84057,-88.73444
135,LE70200472005132ASN00,LE70200472005132ASN00,0,Y,LE70200472005132ASN00,N/A,ASN,DAY, 020, 047,2005/05/12,2005:132:16:12:19.0111874,2005:132:16:12:46.2034999, 9, 9,  47.39,  29.59,  42.24,  48.33,  69.41,65.4447479,86.9104385,18°45'24.12"N,89°56'13.20"W,19°42'23.76"N,90°38'49.92"W,19°26'47.40"N,88°51'02.52"W,18°03'53.28"N,91°00'50.76"W,17°48'26.28"N,89°14'04.56"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,15.848387,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73903   (19°44'20.51"N), -91.01933  (91°01'09.59"W), 19.77558   (19°46'32.09"N), -88.75440  (88°45'15.84"W), 17.81054   (17°48'37.94"N), -90.97380   (90°58'25.68"W), 17.84329   (17°50'35.84"N), -88.73447   (88°44'04.09"W),14261,15841,7131,7921,7131,7921,,,14,3.345,2.184,2.533,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7567,-89.937,19.73903,-91.01933,19.77558,-88.7544,17.81054,-90.9738,17.84329,-88.73447
136,LE70200472005116ASN00,LE70200472005116ASN00,0,Y,LE70200472005116ASN00,N/A,ASN,DAY, 020, 047,2005/04/26,2005:116:16:12:15.8125000,2005:116:16:12:43.0018749, 9, 9,   0.00,   0.00,   0.00,   0.00,   0.00,64.3218231,97.4118576,18°45'19.44"N,89°54'45.72"W,19°42'18.00"N,90°37'22.80"W,19°26'40.56"N,88°49'35.04"W,18°03'47.16"N,90°59'23.28"W,17°48'19.08"N,89°12'36.72"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,7.884703,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 19.74224   (19°44'32.06"N), -90.99655  (90°59'47.58"W), 19.77846   (19°46'42.46"N), -88.73725  (88°44'14.10"W), 17.80559   (17°48'20.12"N), -90.95109   (90°57'03.92"W), 17.83801   (17°50'16.84"N), -88.71744   (88°43'02.78"W),14321,15801,7161,7901,7161,7901,,,140,6.281,3.134,5.443,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7554,-89.9127,19.74224,-90.99655,19.77846,-88.73725,17.80559,-90.95109,17.83801,-88.71744
137,LE70200472005100ASN00,LE70200472005100ASN00,0,Y,LE70200472005100ASN00,N/A,ASN,DAY, 020, 047,2005/04/10,2005:100:16:12:18.0295624,2005:100:16:12:45.2172499, 9, 9,   2.03,   0.08,   5.15,   0.09,   2.81,61.6430473,108.2797012,18°45'21.96"N,89°54'50.04"W,19°42'13.32"N,90°37'26.40"W,19°26'35.52"N,88°49'41.16"W,18°03'42.48"N,90°59'29.76"W,17°48'13.32"N,89°12'46.08"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-2.903114,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73941   (19°44'21.88"N), -91.00219  (91°00'07.88"W), 19.77572   (19°46'32.59"N), -88.74008  (88°44'24.29"W), 17.80277   (17°48'09.97"N), -90.95667   (90°57'24.01"W), 17.83528   (17°50'07.01"N), -88.72024   (88°43'12.86"W),14321,15821,7161,7911,7161,7911,,,118,4.597,2.781,3.66,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7561,-89.9139,19.73941,-91.00219,19.77572,-88.74008,17.80277,-90.95667,17.83528,-88.72024
138,LE70200472005084EDC00,LE70200472005084EDC00,0,Y,LE70200472005084EDC00,N/A,EDC,DAY, 020, 047,2005/03/25,2005:084:16:12:23.0938749,2005:084:16:12:50.2800624, 9, 9,  30.67,  28.91,  40.16,   6.17,  47.46,57.6650162,117.8095627,18°45'31.32"N,89°55'54.12"W,19°42'23.04"N,90°38'30.48"W,19°26'44.16"N,88°50'47.04"W,18°03'52.92"N,91°00'33.84"W,17°48'23.40"N,89°13'51.96"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,3.23258,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73619   (19°44'10.28"N), -91.02497  (91°01'29.89"W), 19.77282   (19°46'22.15"N), -88.76009  (88°45'36.32"W), 17.80772   (17°48'27.79"N), -90.97938   (90°58'45.77"W), 17.84052   (17°50'25.87"N), -88.74010   (88°44'24.36"W),14261,15841,7131,7921,7131,7921,,,110,4.092,2.722,3.056,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7587,-89.9317,19.73619,-91.02497,19.77282,-88.76009,17.80772,-90.97938,17.84052,-88.7401
