Result Number,EE_DISPLAY_ID,EE_ORDERING_ID,DOWNLOADABLE,ON_DEMAND,Landsat Scene Identifier,Spacecraft Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,WRS Type,Date Acquired,Start Time,Stop Time,Sensor Anomalies,Acquisition Quality,Quality Band 1,Quality Band 2,Quality Band 3,Quality Band 4,Quality Band 5,Quality Band 6,Quality Band 7,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Browse  Exists,Data Category,Map Projection LORa,Data Type L0Rp,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Reflective Samples,Reflective Lines,Thermal Lines,Thermal Samples,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Geometric RMSE Verify,Map Projection Level 1,Datum,Ellipsoid,UTM Zone,Vertical Long from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec
206,LT50200471990035CPE03,LT50200471990035CPE03,0,Y,LT50200471990035CPE03,LANDSAT_5,SAM,CPE,DAY, 020, 047,2,1990/02/04,1990:035:15:44:32.87700,1990:035:15:44:59.67444,N,9,9,9,9,9,9,9,9,35.39,14.21,32.21,35.65,59.49,39.42189706,131.32994582, 18.80275   (18°48'09.90"N), -89.92298   (89°55'22.73"W), 19.72158   (19°43'17.69"N), -90.61214  (90°36'43.70"W), 19.46816   (19°28'05.38"N), -88.86920   (88°52'09.12"W), 18.13200   (18°07'55.20"N), -90.96896   (90°58'08.26"W), 17.88088 (17°52'51.17"N), -89.24182   (89°14'30.55"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73548   (19°44'07.73"N), -91.05639   (91°03'23.00"S), 19.77227   (19°46'20.17"N), -88.81448   (88°48'52.13"S), 17.82602   (17°49'33.67"N), -91.01087  (91°00'39.13"W), 17.85901   (17°51'32.44"N), -88.79406   (88°47'38.62"S),7841,7061,7061,7841,79,5.831,4.038,4.206,.35,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.80275,-89.92298,19.73548,-91.05639,19.77227,-88.81448,17.82602,-91.01087,17.85901,-88.79406
207,LT40200471989296XXX02,LT40200471989296XXX02,0,Y,LT40200471989296XXX02,LANDSAT_4,N/A,XXX,DAY, 020, 047,2,1989/10/23,1989:296:15:55:53.40763,1989:296:15:56:20.01738,N,9,9,9,9,9,9,9,9,0,0,10,0,0,49.69673248,136.71723838, 18.78793   (18°47'16.55"N), -89.86444   (89°51'51.98"W), 19.70675   (19°42'24.30"N), -90.55354  (90°33'12.74"W), 19.45336   (19°27'12.10"N), -88.81076   (88°48'38.74"W), 18.11717   (18°07'01.81"N), -90.91032   (90°54'37.15"W), 17.86607 (17°51'57.85"N), -89.18333   (89°10'59.99"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72061   (19°43'14.20"N), -90.99601   (90°59'45.64"S), 19.75656   (19°45'23.62"N), -88.75991   (88°45'35.68"S), 17.82182   (17°49'18.55"N), -90.95144  (90°57'05.18"W), 17.85408   (17°51'14.69"N), -88.74024   (88°44'24.86"S),7821,7021,7021,7821,116,5.566,4.353,3.469,.389,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78793,-89.86444,19.72061,-90.99601,19.75656,-88.75991,17.82182,-90.95144,17.85408,-88.74024
208,LT40200471989280XXX02,LT40200471989280XXX02,0,Y,LT40200471989280XXX02,LANDSAT_4,N/A,XXX,DAY, 020, 047,2,1989/10/07,1989:280:15:56:03.34600,1989:280:15:56:29.95538,N,9,9,9,9,9,9,9,9,30,10,20,20,20,53.33203622,129.14713633, 18.79550   (18°47'43.80"N), -89.88381   (89°53'01.72"W), 19.71433   (19°42'51.59"N), -90.57294  (90°34'22.58"W), 19.46092   (19°27'39.31"N), -88.83008   (88°49'48.29"W), 18.12475   (18°07'29.10"N), -90.92974   (90°55'47.06"W), 17.87364 (17°52'25.10"N), -89.20267   (89°12'09.61"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.70664   (19°42'23.90"N), -91.01566   (91°00'56.38"S), 19.74281   (19°44'34.12"N), -88.77980   (88°46'47.28"S), 17.80790   (17°48'28.44"N), -90.97091  (90°58'15.28"W), 17.84035   (17°50'25.26"N), -88.75991   (88°45'35.68"S),,,,,,,,,,,,,,,,,,,,,,18.7955,-89.88381,19.70664,-91.01566,19.74281,-88.7798,17.8079,-90.97091,17.84035,-88.75991
209,LT40200471989008XXX02,LT40200471989008XXX02,0,Y,LT40200471989008XXX02,LANDSAT_4,N/A,XXX,DAY, 020, 047,2,1989/01/08,1989:008:15:55:03.91575,1989:008:15:55:30.52344,N,7,7,7,7,7,7,7,7,50,10,30,20,40,38.00515652,140.52483602, 18.79449   (18°47'40.16"N), -89.87648   (89°52'35.33"W), 19.71332   (19°42'47.95"N), -90.56561  (90°33'56.20"W), 19.45991   (19°27'35.68"N), -88.82276   (88°49'21.94"W), 18.12374   (18°07'25.46"N), -90.92240   (90°55'20.64"W), 17.87263 (17°52'21.47"N), -89.19535   (89°11'43.26"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.70934   (19°42'33.62"N), -91.01573   (91°00'56.63"S), 19.74564   (19°44'44.30"N), -88.76838   (88°46'06.17"S), 17.80790   (17°48'28.44"N), -90.97091  (90°58'15.28"W), 17.84045   (17°50'25.62"N), -88.74859   (88°44'54.92"S),7861,7031,7031,7861,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79449,-89.87648,19.70934,-91.01573,19.74564,-88.76838,17.8079,-90.97091,17.84045,-88.74859
210,LT40200471988358XXX02,LT40200471988358XXX02,0,Y,LT40200471988358XXX02,LANDSAT_4,N/A,XXX,DAY, 020, 047,2,1988/12/23,1988:358:15:54:39.98150,1988:358:15:55:06.58900,N,9,9,9,9,9,9,9,9,30,20,20,20,50,38.08514397,143.13474185, 18.77734   (18°46'38.42"N), -89.83175   (89°49'54.30"W), 19.69616   (19°41'46.18"N), -90.52081  (90°31'14.92"W), 19.44278   (19°26'34.01"N), -88.77814   (88°46'41.30"W), 18.10658   (18°06'23.69"N), -90.87757   (90°52'39.25"W), 17.85549 (17°51'19.76"N), -89.15067   (89°09'02.41"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.68872   (19°41'19.39"N), -90.96950   (90°58'10.20"S), 19.72438   (19°43'27.77"N), -88.72522   (88°43'30.79"S), 17.78987   (17°47'23.53"N), -90.92531  (90°55'31.12"W), 17.82185   (17°49'18.66"N), -88.70596   (88°42'21.46"S),,,,,,,,,,,,,,,,,,,,,,18.77734,-89.83175,19.68872,-90.9695,19.72438,-88.72522,17.78987,-90.92531,17.82185,-88.70596
211,LT40200471988342XXX02,LT40200471988342XXX02,0,Y,LT40200471988342XXX02,LANDSAT_4,N/A,XXX,DAY, 020, 047,2,1988/12/07,1988:342:15:54:30.50619,1988:342:15:54:57.11356,N,9,9,9,9,9,9,9,9,0,0,0,0,0,39.72465759,144.3099157, 18.78657   (18°47'11.65"N), -89.84745   (89°50'50.82"W), 19.70539   (19°42'19.40"N), -90.53655  (90°32'11.58"W), 19.45200   (19°27'07.20"N), -88.79378   (88°47'37.61"W), 18.11581   (18°06'56.92"N), -90.89332   (90°53'35.95"W), 17.86471 (17°51'52.96"N), -89.16634   (89°09'58.82"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.70193   (19°42'06.95"N), -90.98411   (90°59'02.80"S), 19.73776   (19°44'15.94"N), -88.74253   (88°44'33.11"S), 17.80312   (17°48'11.23"N), -90.93973  (90°56'23.03"W), 17.83525   (17°50'06.90"N), -88.72307   (88°43'23.05"S),7841,7021,7021,7841,142,7.282,5.443,4.837,.471,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78657,-89.84745,19.70193,-90.98411,19.73776,-88.74253,17.80312,-90.93973,17.83525,-88.72307
212,LT40200471988326XXX03,LT40200471988326XXX03,0,Y,LT40200471988326XXX03,LANDSAT_4,N/A,XXX,DAY, 020, 047,2,1988/11/21,1988:326:15:54:21.89044,1988:326:15:54:48.49769,N,9,9,9,9,9,9,9,9,60,80,50,70,20,42.5957832,143.59518539, 18.78898   (18°47'20.33"N), -89.87209   (89°52'19.52"W), 19.70780   (19°42'28.08"N), -90.56120  (90°33'40.32"W), 19.45441   (19°27'15.88"N), -88.81840   (88°49'06.24"W), 18.11822   (18°07'05.59"N), -90.91798   (90°55'04.73"W), 17.86712 (17°52'01.63"N), -89.19098   (89°11'27.53"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.69903   (19°41'56.51"N), -90.99261   (90°59'33.40"S), 19.73494   (19°44'05.78"N), -88.75395   (88°45'14.22"S), 17.79753   (17°47'51.11"N), -90.94808  (90°56'53.09"W), 17.82973   (17°49'47.03"N), -88.73434   (88°44'03.62"S),7831,7031,7031,7831,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78898,-89.87209,19.69903,-90.99261,19.73494,-88.75395,17.79753,-90.94808,17.82973,-88.73434
213,LT40200471988310XXX04,LT40200471988310XXX04,0,Y,LT40200471988310XXX04,LANDSAT_4,N/A,XXX,DAY, 020, 047,2,1988/11/05,1988:310:15:54:02.04681,1988:310:15:54:28.65375,N,9,9,9,9,9,9,9,9,20,10,0,10,0,46.20014624,140.55411509, 18.78824   (18°47'17.66"N), -89.85417   (89°51'15.01"W), 19.70706   (19°42'25.42"N), -90.54327  (90°32'35.77"W), 19.45367   (19°27'13.21"N), -88.80049   (88°48'01.76"W), 18.11748   (18°07'02.93"N), -90.90005   (90°54'00.18"W), 17.86638 (17°51'58.97"N), -89.17306   (89°10'23.02"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.70998   (19°42'35.93"N), -90.98717   (90°59'13.81"S), 19.74583   (19°44'44.99"N), -88.74835   (88°44'54.06"S), 17.80847   (17°48'30.49"N), -90.94267  (90°56'33.61"W), 17.84062   (17°50'26.23"N), -88.72878   (88°43'43.61"S),7831,7031,7031,7831,112,13.670,12.762,4.899,.621,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78824,-89.85417,19.70998,-90.98717,19.74583,-88.74835,17.80847,-90.94267,17.84062,-88.72878
214,LT40200471988294XXX03,LT40200471988294XXX03,0,Y,LT40200471988294XXX03,LANDSAT_4,N/A,XXX,DAY, 020, 047,2,1988/10/20,1988:294:15:53:38.94756,1988:294:15:54:05.55444,N,9,9,9,9,9,9,9,9,0,0,0,0,0,49.97955345,134.95155544, 18.77790   (18°46'40.44"N), -89.82807   (89°49'41.05"W), 19.69672   (19°41'48.19"N), -90.51714  (90°31'01.70"W), 19.44334   (19°26'36.02"N), -88.77446   (88°46'28.06"W), 18.10714   (18°06'25.70"N), -90.87389   (90°52'26.00"W), 17.85605 (17°51'21.78"N), -89.14699   (89°08'49.16"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.70244   (19°42'08.78"N), -90.96127   (90°57'40.57"S), 19.73795   (19°44'16.62"N), -88.72250   (88°43'21.00"S), 17.80086   (17°48'03.10"N), -90.91708  (90°55'01.49"W), 17.83272   (17°49'57.79"N), -88.70324   (88°42'11.66"S),7831,7031,7031,7831,66,5.471,3.187,4.447,.353,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.7779,-89.82807,19.70244,-90.96127,19.73795,-88.7225,17.80086,-90.91708,17.83272,-88.70324
215,LT40200471988278XXX03,LT40200471988278XXX03,0,Y,LT40200471988278XXX03,LANDSAT_4,N/A,XXX,DAY, 020, 047,2,1988/10/04,1988:278:15:53:27.31544,1988:278:15:53:53.92238,N,9,9,9,9,9,9,9,9,50,20,20,20,30,53.39655333,126.87316634, 18.78126   (18°46'52.54"N), -89.85270   (89°51'09.72"W), 19.70008   (19°42'00.29"N), -90.54178  (90°32'30.41"W), 19.44669   (19°26'48.08"N), -88.79907   (88°47'56.65"W), 18.11050   (18°06'37.80"N), -90.89854   (90°53'54.74"W), 17.85940 (17°51'33.84"N), -89.17161   (89°10'17.80"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.69639   (19°41'47.00"N), -90.98969   (90°59'22.88"S), 19.73228   (19°43'56.21"N), -88.74820   (88°44'53.52"S), 17.79489   (17°47'41.60"N), -90.94520  (90°56'42.72"W), 17.82707   (17°49'37.45"N), -88.72865   (88°43'43.14"S),7841,7031,7031,7841,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78126,-89.8527,19.69639,-90.98969,19.73228,-88.7482,17.79489,-90.9452,17.82707,-88.72865
216,LT40200471988262XXX03,LT40200471988262XXX03,0,Y,LT40200471988262XXX03,LANDSAT_4,N/A,XXX,DAY, 020, 047,2,1988/09/18,1988:262:15:53:10.95106,1988:262:15:53:37.55813,N,9,9,9,9,9,9,9,9,20,20,20,20,20,55.95512051,116.7612853, 18.78351   (18°47'00.64"N), -89.86238   (89°51'44.57"W), 19.70233   (19°42'08.39"N), -90.55147  (90°33'05.29"W), 19.44894   (19°26'56.18"N), -88.80873   (88°48'31.43"W), 18.11275   (18°06'45.90"N), -90.90823   (90°54'29.63"W), 17.86165 (17°51'41.94"N), -89.18128   (89°10'52.61"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.69614   (19°41'46.10"N), -91.00111   (91°00'04.00"S), 19.73220   (19°43'55.92"N), -88.75678   (88°45'24.41"S), 17.79466   (17°47'40.78"N), -90.95649  (90°57'23.36"W), 17.82700   (17°49'37.20"N), -88.73714   (88°44'13.70"S),7851,7031,7031,7851,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78351,-89.86238,19.69614,-91.00111,19.7322,-88.75678,17.79466,-90.95649,17.827,-88.73714
217,LT40200471988150XXX03,LT40200471988150XXX03,0,Y,LT40200471988150XXX03,LANDSAT_4,N/A,XXX,DAY, 020, 047,2,1988/05/29,1988:150:15:50:32.54150,1988:150:15:50:59.14806,N,9,9,9,9,9,9,9,9,70,50,60,80,40,60.32962063,78.89501817, 18.78694   (18°47'12.98"N), -89.87144   (89°52'17.18"W), 19.70576   (19°42'20.74"N), -90.56054  (90°33'37.94"W), 19.45237   (19°27'08.53"N), -88.81777   (88°49'03.97"W), 18.11618   (18°06'58.25"N), -90.91732   (90°55'02.35"W), 17.86508 (17°51'54.29"N), -89.19033   (89°11'25.19"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.70406   (19°42'14.62"N), -91.00988   (91°00'35.57"S), 19.74024   (19°44'24.86"N), -88.76546   (88°45'55.66"S), 17.80531   (17°48'19.12"N), -90.96520  (90°57'54.72"W), 17.83776   (17°50'15.94"N), -88.74574   (88°44'44.66"S),7851,7021,7021,7851,31,13.003,9.825,8.518,12.665,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78694,-89.87144,19.70406,-91.00988,19.74024,-88.76546,17.80531,-90.9652,17.83776,-88.74574
218,LT40200471988134XXX03,LT40200471988134XXX03,0,Y,LT40200471988134XXX03,LANDSAT_4,N/A,XXX,DAY, 020, 047,2,1988/05/13,1988:134:15:50:03.85088,1988:134:15:50:30.45731,N,9,9,9,9,9,9,9,9,40,50,30,60,20,60.32028112,85.31424057, 18.78746   (18°47'14.86"N), -89.85643   (89°51'23.15"W), 19.70628   (19°42'22.61"N), -90.54553  (90°32'43.91"W), 19.45289   (19°27'10.40"N), -88.80275   (88°48'09.90"W), 18.11670   (18°07'00.12"N), -90.90231   (90°54'08.32"W), 17.86560 (17°51'56.16"N), -89.17532   (89°10'31.15"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,PREDICTIVE, 19.70438   (19°42'15.77"N), -90.99560   (90°59'44.16"S), 19.74038   (19°44'25.37"N), -88.75115   (88°45'04.14"S), 17.80289   (17°48'10.40"N), -90.95103  (90°57'03.71"W), 17.83518   (17°50'06.65"N), -88.73156   (88°43'53.62"S),7851,7031,7031,7851,48,6.387,5.095,3.851,.368,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78746,-89.85643,19.70438,-90.9956,19.74038,-88.75115,17.80289,-90.95103,17.83518,-88.73156
219,LT40200471987355XXX03,LT40200471987355XXX03,0,Y,LT40200471987355XXX03,LANDSAT_4,N/A,XXX,DAY, 020, 047,2,1987/12/21,1987:355:15:45:14.10244,1987:355:15:45:40.70788,N,9,9,9,9,9,9,9,9,40,30,60,20,30,36.90532902,141.33903496, 18.77676   (18°46'36.34"N), -89.78896   (89°47'20.26"W), 19.69558   (19°41'44.09"N), -90.47802  (90°28'40.87"W), 19.44220   (19°26'31.92"N), -88.73536   (88°44'07.30"W), 18.10600   (18°06'21.60"N), -90.83477   (90°50'05.17"W), 17.85491 (17°51'17.68"N), -89.10789   (89°06'28.40"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.69514   (19°41'42.50"N), -90.92395   (90°55'26.22"S), 19.73020   (19°43'48.72"N), -88.68235   (88°40'56.46"S), 17.79348   (17°47'36.53"N), -90.88019  (90°52'48.68"W), 17.82493   (17°49'29.75"N), -88.66354   (88°39'48.74"S),7841,7031,7031,7841,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.77676,-89.78896,19.69514,-90.92395,19.7302,-88.68235,17.79348,-90.88019,17.82493,-88.66354
220,LT50200471987283XXX03,LT50200471987283XXX03,0,Y,LT50200471987283XXX03,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1987/10/10,1987:283:15:50:05.16100,1987:283:15:50:31.86519,N,9,9,9,9,9,9,9,9,70,80,70,50,80,51.72277574,128.84059415, 18.78134   (18°46'52.82"N), -89.81477   (89°48'53.17"W), 19.70016   (19°42'00.58"N), -90.50385  (90°30'13.86"W), 19.44677   (19°26'48.37"N), -88.76113   (88°45'40.07"W), 18.11058   (18°06'38.09"N), -90.86061   (90°51'38.20"W), 17.85948 (17°51'34.13"N), -89.13368   (89°08'01.25"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,PREDICTIVE, 19.70816   (19°42'29.38"N), -90.94712   (90°56'49.63"S), 19.74359   (19°44'36.92"N), -88.69966   (88°41'58.78"S), 17.80115   (17°48'04.14"N), -90.90296  (90°54'10.66"W), 17.83291   (17°49'58.48"N), -88.68060   (88°40'50.16"S),7861,7051,7051,7861,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78134,-89.81477,19.70816,-90.94712,19.74359,-88.69966,17.80115,-90.90296,17.83291,-88.6806
221,LT50200471987267XXX02,LT50200471987267XXX02,0,Y,LT50200471987267XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1987/09/24,1987:267:15:49:46.01250,1987:267:15:50:12.71344,N,9,9,9,9,9,9,9,9,20,0,0,20,0,54.50715277,119.36781058, 18.78193   (18°46'54.95"N), -89.81912   (89°49'08.83"W), 19.70075   (19°42'02.70"N), -90.50820  (90°30'29.52"W), 19.44736   (19°26'50.50"N), -88.76548   (88°45'55.73"W), 18.11117   (18°06'40.21"N), -90.86497   (90°51'53.89"W), 17.86007 (17°51'36.25"N), -89.13803   (89°08'16.91"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.70810   (19°42'29.16"N), -90.94998   (90°56'59.93"S), 19.74354   (19°44'36.74"N), -88.70539   (88°42'19.40"S), 17.80109   (17°48'03.92"N), -90.90578  (90°54'20.81"W), 17.83286   (17°49'58.30"N), -88.68626   (88°41'10.54"S),7851,7051,7051,7851,76,6.481,3.38,5.53,.363,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78193,-89.81912,19.7081,-90.94998,19.74354,-88.70539,17.80109,-90.90578,17.83286,-88.68626
222,LT50200471987251AAA02,LT50200471987251AAA02,0,Y,LT50200471987251AAA02,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1987/09/08,1987:251:15:49:23.89613,1987:251:15:49:50.59506,N,9,9,9,9,9,9,9,9,70,50,70,80,70,56.2923169,108.65080955, 18.78023   (18°46'48.83"N), -89.81770   (89°49'03.72"W), 19.69905   (19°41'56.58"N), -90.50677  (90°30'24.37"W), 19.44567   (19°26'44.41"N), -88.76407   (88°45'50.65"W), 18.10947   (18°06'34.09"N), -90.86353   (90°51'48.71"W), 17.85837 (17°51'30.13"N), -89.13661   (89°08'11.80"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,PREDICTIVE, 19.70816   (19°42'29.38"N), -90.94712   (90°56'49.63"S), 19.74354   (19°44'36.74"N), -88.70539   (88°42'19.40"S), 17.80115   (17°48'04.14"N), -90.90296  (90°54'10.66"W), 17.83286   (17°49'58.30"N), -88.68626   (88°41'10.54"S),7841,7051,7051,7841,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78023,-89.8177,19.70816,-90.94712,19.74354,-88.70539,17.80115,-90.90296,17.83286,-88.68626
223,LT50200471987235XXX02,LT50200471987235XXX02,0,Y,LT50200471987235XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1987/08/23,1987:235:15:48:59.14644,1987:235:15:49:25.84294,N,9,9,9,9,9,9,9,9,60,40,60,40,40,57.15378637,98.00926946, 18.77273   (18°46'21.83"N), -89.81177   (89°48'42.37"W), 19.69155   (19°41'29.58"N), -90.50082  (90°30'02.95"W), 19.43817   (19°26'17.41"N), -88.75819   (88°45'29.48"W), 18.10196   (18°06'07.06"N), -90.85756   (90°51'27.22"W), 17.85088 (17°51'03.17"N), -89.13071   (89°07'50.56"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.69747   (19°41'50.89"N), -90.94115   (90°56'28.14"S), 19.73272   (19°43'57.79"N), -88.70241   (88°42'08.68"S), 17.79044   (17°47'25.58"N), -90.89707  (90°53'49.45"W), 17.82205   (17°49'19.38"N), -88.68332   (88°40'59.95"S),7831,7051,7051,7831,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.77273,-89.81177,19.69747,-90.94115,19.73272,-88.70241,17.79044,-90.89707,17.82205,-88.68332
224,LT50200471987219XXX02,LT50200471987219XXX02,0,Y,LT50200471987219XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1987/08/07,1987:219:15:48:31.45863,1987:219:15:48:58.15250,N,9,9,9,9,9,9,9,9,40,10,30,30,40,57.44417062,88.67577636, 18.77206   (18°46'19.42"N), -89.79723   (89°47'50.03"W), 19.69088   (19°41'27.17"N), -90.48627  (90°29'10.57"W), 19.43750   (19°26'15.00"N), -88.74366   (88°44'37.18"W), 18.10129   (18°06'04.64"N), -90.84301   (90°50'34.84"W), 17.85021 (17°51'00.76"N), -89.11617   (89°06'58.21"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,PREDICTIVE, 19.69778   (19°41'52.01"N), -90.92687   (90°55'36.73"S), 19.73286   (19°43'58.30"N), -88.68810   (88°41'17.16"S), 17.79343   (17°47'36.35"N), -90.88301  (90°52'58.84"W), 17.82488   (17°49'29.57"N), -88.66920   (88°40'09.12"S),7831,7041,7041,7831,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.77206,-89.79723,19.69778,-90.92687,19.73286,-88.6881,17.79343,-90.88301,17.82488,-88.6692
225,LT50200471987187XXX02,LT50200471987187XXX02,0,Y,LT50200471987187XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1987/07/06,1987:187:15:47:42.75400,1987:187:15:48:09.44269,N,9,9,9,9,9,9,9,9,50,50,40,40,40,57.99268058,77.00442645, 18.77914   (18°46'44.90"N), -89.80512   (89°48'18.43"W), 19.69796   (19°41'52.66"N), -90.49419  (90°29'39.08"W), 19.44458   (19°26'40.49"N), -88.75150   (88°45'05.40"W), 18.10838   (18°06'30.17"N), -90.85095   (90°51'03.42"W), 17.85729 (17°51'26.24"N), -89.12404   (89°07'26.54"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,PREDICTIVE, 19.70564   (19°42'20.30"N), -90.93849   (90°56'18.56"S), 19.74096   (19°44'27.46"N), -88.69105   (88°41'27.78"S), 17.80132   (17°48'04.75"N), -90.89449  (90°53'40.16"W), 17.83299   (17°49'58.76"N), -88.67211   (88°40'19.60"S),7861,7041,7041,7861,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.77914,-89.80512,19.70564,-90.93849,19.74096,-88.69105,17.80132,-90.89449,17.83299,-88.67211
